LOCATION,TIME,UE,CPI,c_ue,c_cpi
EA19,1994-01-01,10.85833,67.86114,6.803210884193158,2.83146984100334
EA19,1995-01-01,10.65,69.59326,-1.9186191615101045,2.5524475421426676
EA19,1996-01-01,10.78333,71.23,1.2519248826290992,2.3518656835446468
EA19,1997-01-01,10.75833,72.44,-0.23183932978030516,1.6987224484065615
EA19,1998-01-01,10.55,73.33,-1.9364529624951095,1.228602981778024
EA19,1999-01-01,9.816667,74.19,-6.951023696682465,1.1727805809354963
EA19,2000-01-01,8.883333,75.81,-9.507646536242905,2.1835826930853277
EA19,2001-01-01,8.308333,77.64,-6.472795740067394,2.413929560743963
EA19,2002-01-01,8.6,79.4,3.5105357476644277,2.2668727460072193
EA19,2003-01-01,9.066667,81.08,5.426360465116291,2.1158690176322326
EA19,2004-01-01,9.283334,82.85,2.3897094709665554,2.183029107054756
EA19,2005-01-01,9.141666,84.67,-1.5260465690451215,2.196741098370558
EA19,2006-01-01,8.408334,86.53,-8.021863848449513,2.196763906932797
EA19,2007-01-01,7.508333,88.41,-10.703678041333749,2.1726568820062355
EA19,2008-01-01,7.6,91.37,1.2208701984847938,3.348037552313096
EA19,2009-01-01,9.658334,91.65,27.083342105263164,0.3064463171719395
EA19,2010-01-01,10.24167,93.13,6.039716580519986,1.614839061647561
EA19,2011-01-01,10.25,95.67,0.0813343917544779,2.7273703425319513
EA19,2012-01-01,11.45,98.06,11.707317073170724,2.498170795442668
EA19,2013-01-01,12.075,99.38,5.458515283842795,1.3461146236997688
EA19,2014-01-01,11.65,99.81,-3.519668737060033,0.4326826323203933
EA19,2015-01-01,10.9,100.0,-6.437768240343347,0.19036168720568852
EA19,2016-01-01,10.04167,100.23,-7.874587155963307,0.23000000000000398
EA19,2017-01-01,9.083333,101.78,-9.543601811252513,1.546443180684423
EA19,2018-01-01,8.2,103.56,-9.724767329349264,1.7488701120062893
EA19,2019-01-01,7.566667,104.8,-7.723573170731702,1.1973735032831159
EA19,2020-01-01,7.941667,105.06,4.955946918240224,0.24809160305344
ESP,1988-01-01,18.69167,42.73304,-5.198646627447749,4.8372586651410385
ESP,1989-01-01,16.54167,45.63523,-11.50245002185465,6.791442874178848
ESP,1990-01-01,15.45833,48.70275,-6.549157370446876,6.721824344919488
ESP,1991-01-01,15.5,51.59287,0.26956340044493726,5.934202894087081
ESP,1992-01-01,17.01667,54.64951,9.784967741935493,5.924539573006894
ESP,1993-01-01,20.84167,57.14648,22.477958378460645,4.569062009888099
ESP,1994-01-01,22.05,59.84289,5.7976640067710505,4.718418352276466
ESP,1995-01-01,20.75,62.63983,-5.895691609977327,4.673805025124968
ESP,1996-01-01,19.89167,64.86909,-4.136530120481922,3.55885384746414
ESP,1997-01-01,18.39167,66.14771,-7.540844986871388,1.9710774422764428
ESP,1998-01-01,16.40833,67.36108,-10.783903799926824,1.8343340986407504
ESP,1999-01-01,13.6,68.91734,-17.115270109755226,2.3103251907481215
ESP,2000-01-01,11.91667,71.28364,-12.377426470588233,3.433533563541497
ESP,2001-01-01,10.55833,73.8426,-11.398654154222614,3.5898279044111647
ESP,2002-01-01,11.44167,76.10644,8.36628519851151,3.06576420656911
ESP,2003-01-01,11.49167,78.41949,0.436999144355666,3.039230320062257
ESP,2004-01-01,10.95833,80.80282,-4.6411009017836315,3.039206197336913
ESP,2005-01-01,9.166667,83.52463,-16.349781399173047,3.3684591701131286
ESP,2006-01-01,8.458333,86.46083,-7.727279719008018,3.5153702566536356
ESP,2007-01-01,8.225,88.87052,-2.758616857482438,2.7870308439093145
ESP,2008-01-01,11.26667,92.49258,36.98079027355623,4.075659735084261
ESP,2009-01-01,17.86667,92.2262,58.57986432548393,-0.2880014807674281
ESP,2010-01-01,19.875,93.88617,11.240650887938273,1.7998898360769513
ESP,2011-01-01,21.40833,96.8869,7.714867924528299,3.196136342551826
ESP,2012-01-01,24.79167,99.25676,15.803848315118465,2.446006632475601
ESP,2013-01-01,26.11667,100.6548,5.344537096532825,1.4085085993135325
ESP,2014-01-01,24.45,100.503,-6.381632880455279,-0.15081247988172883
ESP,2015-01-01,22.075,100.0,-9.713701431492844,-0.5004825726595227
ESP,2016-01-01,19.65,99.79733,-10.985277463193661,-0.20266999999999769
ESP,2017-01-01,17.23333,101.7495,-12.298575063613232,1.9561344977866595
ESP,2018-01-01,15.26667,103.4538,-11.411955785678098,1.6749959459260277
ESP,2019-01-01,14.10833,104.1775,-7.587378256030942,0.699539311267439
ESP,2020-01-01,15.54167,103.8414,10.159529866398074,-0.32262244726548617
EST,1999-01-01,11.35,57.30778,24.043715846994527,3.296104318867299
EST,2000-01-01,14.45833,59.61068,27.38616740088106,4.018477072397502
EST,2001-01-01,13.04167,63.03727,-9.798227042818917,5.748282019262316
EST,2002-01-01,11.33333,65.28891,-13.09908930374714,3.571918644319467
EST,2003-01-01,10.35,66.16051,-8.676443728365808,1.3349893573043274
EST,2004-01-01,10.08333,68.17715,-2.5765217391304303,3.0481022591875355
EST,2005-01-01,7.975,70.95859,-20.9090647633272,4.079724658481623
EST,2006-01-01,5.941667,74.10746,-25.496338557993727,4.4376163618809255
EST,2007-01-01,4.6,78.99954,-22.580649504591896,6.601332713332764
EST,2008-01-01,5.516667,87.18575,19.92754347826088,10.362351476983289
EST,2009-01-01,13.475,87.11739,144.2598039722173,-0.07840730853378955
EST,2010-01-01,16.58333,89.70656,23.067384044526904,2.9720472571549674
EST,2011-01-01,12.35,94.17565,-25.52762322163281,4.981898759689379
EST,2012-01-01,9.908334,97.87996,-19.770574898785423,3.9334052910704544
EST,2013-01-01,8.491667,100.6016,-14.297731586359529,2.7805896120104747
EST,2014-01-01,7.316667,100.4948,-13.837094648200406,-0.10616133341816321
EST,2015-01-01,6.158333,100.0,-15.831443470093692,-0.4923637839967818
EST,2016-01-01,6.691667,100.1487,8.660363120993944,0.14870000000000516
EST,2017-01-01,5.766667,103.571,-13.823162449655667,3.4172185959478183
EST,2018-01-01,5.533333,107.13,-4.046254101372598,3.4362900812003336
EST,2019-01-01,4.533333,109.5697,-18.07229024531869,2.2773266125268385
EST,2020-01-01,6.783333,109.0826,49.63235659061446,-0.4445572087903847
EU27_2020,2000-01-01,8.983334,73.13,32.43244876817929,-32.959060381765745
EU27_2020,2001-01-01,8.733334,75.73,-2.7829311478344234,3.555312457267891
EU27_2020,2002-01-01,9.05,77.81,3.62594628809572,2.7465997623134797
EU27_2020,2003-01-01,9.791667,79.59,8.195215469613254,2.287623698753375
EU27_2020,2004-01-01,9.941667,81.55,1.5319148414667323,2.4626209322779165
EU27_2020,2005-01-01,9.666667,83.45,-2.7661356993751687,2.329858982219504
EU27_2020,2006-01-01,8.691667,85.38,-10.086206548751495,2.3127621330137718
EU27_2020,2007-01-01,7.516667,87.41,-13.518695550577359,2.3776059967205447
EU27_2020,2008-01-01,7.258333,90.64,-3.436815812114593,3.695229378789617
EU27_2020,2009-01-01,9.191667,91.35,26.636060924733,0.7833186231244414
EU27_2020,2010-01-01,9.925,93.03,7.978237244669547,1.8390804597701225
EU27_2020,2011-01-01,9.933333,95.69,0.08395969773298328,2.8592927012791534
EU27_2020,2012-01-01,10.93333,98.19,10.067084230439074,2.612603197826314
EU27_2020,2013-01-01,11.44167,99.49,4.649452637028247,1.323963743762091
EU27_2020,2014-01-01,10.9,99.89,-4.734186530462772,0.40205045733240097
EU27_2020,2015-01-01,10.06667,100.0,-7.645229357798166,0.11012113324657066
EU27_2020,2016-01-01,9.141666,100.18,-9.188778414311779,0.18000000000000682
EU27_2020,2017-01-01,8.158334,101.74,-10.756595132659633,1.5571970453184147
EU27_2020,2018-01-01,7.283333,103.57,-10.725241207334735,1.7987025751916634
EU27_2020,2019-01-01,6.716667,105.04,-7.780311568892974,1.4193299217920374
EU27_2020,2020-01-01,7.15,105.76,6.451607620267615,0.6854531607006843
EU28,2000-01-01,8.983334,73.13,25.64103496503495,-30.85287443267777
EU28,2001-01-01,8.733334,75.73,-2.7829311478344234,3.555312457267891
EU28,2002-01-01,9.05,77.81,3.62594628809572,2.7465997623134797
EU28,2003-01-01,9.166667,79.59,1.289138121546957,2.287623698753375
EU28,2004-01-01,9.258333,81.55,0.9999926909093569,2.4626209322779165
EU28,2005-01-01,9.008333,83.45,-2.7002701242221465,2.329858982219504
EU28,2006-01-01,8.233334,85.38,-8.603134453399992,2.3127621330137718
EU28,2007-01-01,7.183333,87.41,-12.753047550360511,2.3776059967205447
EU28,2008-01-01,7.05,90.64,-1.856143937640095,3.695229378789617
EU28,2009-01-01,8.966666,91.35,27.18675177304965,0.7833186231244414
EU28,2010-01-01,9.65,93.03,7.620825845414566,1.8390804597701225
EU28,2011-01-01,9.666667,95.69,0.17271502590673563,2.8592927012791534
EU28,2012-01-01,10.49167,98.19,8.534513498809867,2.612603197826314
EU28,2013-01-01,10.89167,99.49,3.812548431279295,1.323963743762091
EU28,2014-01-01,10.24167,99.89,-5.967863514043304,0.40205045733240097
EU28,2015-01-01,9.425,100.0,-7.973992522703802,0.11012113324657066
EU28,2016-01-01,8.55,100.18,-9.283819628647214,0.18000000000000682
EU28,2017-01-01,7.641667,101.74,-10.623777777777784,1.5571970453184147
EU28,2018-01-01,6.833333,103.57,-10.57797990935748,1.7987025751916634
EU28,2019-01-01,6.325,105.04,-7.439019875074133,1.4193299217920374
FIN,1989-01-01,3.108333,61.95792,-26.138615931771554,6.592913913870173
FIN,1990-01-01,3.166667,65.76806,1.8766972521927312,6.149560863243963
FIN,1991-01-01,6.608333,68.6028,108.68417803324442,4.310207720890651
FIN,1992-01-01,11.70833,70.60554,77.17524222825938,2.9193269079396216
FIN,1993-01-01,16.34167,72.15226,39.573021942497355,2.19064962891013
FIN,1994-01-01,16.58333,72.93768,1.4787962307401847,1.0885591109689454
FIN,1995-01-01,15.4,73.51479,-7.135659725760747,0.7912371218826876
FIN,1996-01-01,14.56667,73.97735,-5.411233766233767,0.6292067215318119
FIN,1997-01-01,12.64167,74.85957,-13.215099950778047,1.1925542074702646
FIN,1998-01-01,11.35833,75.9072,-10.151665088552374,1.3994603495585107
FIN,1999-01-01,10.21667,76.78943,-10.051301555774483,1.162248113485931
FIN,2000-01-01,9.783334,79.12543,-4.241460280110844,3.042085349507085
FIN,2001-01-01,9.125,81.16563,-6.729137531234239,2.5784378043822307
FIN,2002-01-01,9.075,82.44093,-0.5479452054794598,1.5712315668590282
FIN,2003-01-01,9.008333,83.1643,-0.7346225895316686,0.8774403685159821
FIN,2004-01-01,8.825,83.31992,-2.035149011476386,0.18712356143200748
FIN,2005-01-01,8.4,83.83973,-4.815864022662878,0.6238724185044906
FIN,2006-01-01,7.716667,85.15321,-8.134916666666669,1.5666558086482367
FIN,2007-01-01,6.866667,87.29113,-11.015118314681722,2.5106745829076718
FIN,2008-01-01,6.366667,90.84034,-7.281553044584804,4.065945761041245
FIN,2009-01-01,8.241667,90.84034,29.450260238206273,0.0
FIN,2010-01-01,8.383333,91.91602,1.7188998293670532,1.1841435203787276
FIN,2011-01-01,7.775,95.05661,-7.256457544988371,3.4168037301876244
FIN,2012-01-01,7.683333,97.72611,-1.1789967845659184,2.8083265329996507
FIN,2013-01-01,8.191667,99.17079,6.616061024557969,1.4782947975725127
FIN,2014-01-01,8.658334,100.2034,5.696850225967428,1.0412441002033013
FIN,2015-01-01,9.375,99.995,8.27718126835948,-0.20797697483318678
FIN,2016-01-01,8.791667,100.3517,-6.222218666666663,0.3567178358917839
FIN,2017-01-01,8.633333,101.1083,-1.800955381954298,0.7539483636052065
FIN,2018-01-01,7.358333,102.2042,-14.768340338545961,1.083887277305622
FIN,2019-01-01,6.691667,103.2508,-9.060014000453638,1.024028366740308
FIN,2020-01-01,7.758333,103.5508,15.940213402729105,0.29055464945549786
FRA,1984-01-01,10.05,54.84153,14.747863548919645,7.673802245811798
FRA,1985-01-01,10.38333,58.03939,3.316716417910449,5.831091875080798
FRA,1986-01-01,10.55,59.51274,1.6051690546289086,2.538534605549789
FRA,1987-01-01,10.65,61.47005,0.9478672985781956,3.2888924287471886
FRA,1988-01-01,10.06667,63.13025,-5.477276995305165,2.7008274761448803
FRA,1989-01-01,9.675,65.33873,-3.890760301072743,3.4982912312243366
FRA,1990-01-01,9.366667,67.42583,-3.186904392764869,3.194276962530503
FRA,1991-01-01,9.625,69.5925,2.758003460569276,3.213412426662002
FRA,1992-01-01,10.64167,71.2375,10.56280519480519,2.3637604626935316
FRA,1993-01-01,11.825,72.73666,11.11977725300634,2.104453412879457
FRA,1994-01-01,12.275,73.94083,3.805496828752652,1.6555200637477785
FRA,1995-01-01,11.95,75.26917,-2.6476578411405383,1.7964905181616126
FRA,1996-01-01,12.4,76.76167,3.765690376569047,1.982883563084318
FRA,1997-01-01,12.33333,77.68584,-0.5376612903225825,1.2039472304341525
FRA,1998-01-01,12.05,78.19167,-2.29727089115429,0.6511225211698851
FRA,1999-01-01,11.31667,78.61166,-6.085726141078842,0.5371288271500001
FRA,2000-01-01,9.558333,79.92917,-15.537583052258313,1.6759727500983934
FRA,2001-01-01,8.741667,81.23583,-8.544021222110588,1.6347723866017976
FRA,2002-01-01,8.633333,82.79833,-1.2392830795316188,1.9234123661935871
FRA,2003-01-01,8.5,84.53584,-1.544397743026944,2.098484353488755
FRA,2004-01-01,8.85,86.34666,4.117647058823525,2.1420737050699525
FRA,2005-01-01,8.866667,87.85416,0.18832768361581909,1.7458694986001695
FRA,2006-01-01,8.841666,89.32584,-0.281966154813298,1.6751397998683346
FRA,2007-01-01,7.991667,90.655,-9.613561516573917,1.4879904851720416
FRA,2008-01-01,7.425,93.205,-7.090723374735206,2.812861949147865
FRA,2009-01-01,9.108334,93.28667,22.671164983164978,0.08762405450351653
FRA,2010-01-01,9.266666,94.715,1.7383200923462125,1.531119076283892
FRA,2011-01-01,9.183333,96.715,-0.8992770431134718,2.1115979517499865
FRA,2012-01-01,9.766666,98.605,6.3520837151391705,1.9541953161350365
FRA,2013-01-01,10.31667,99.45667,5.631440657436217,0.8637188783530232
FRA,2014-01-01,10.3,99.96167,-0.16158314649978645,0.5077588059202016
FRA,2015-01-01,10.35833,99.99917,0.5663106796116483,0.03751437926157949
FRA,2016-01-01,10.05,100.1825,-2.976638126029966,0.1833315216516277
FRA,2017-01-01,9.433333,101.2167,-6.135990049751257,1.0323160232575535
FRA,2018-01-01,9.025,103.09,-4.328618527513012,1.8507815409907658
FRA,2019-01-01,8.425,104.2325,-6.6481994459833755,1.1082549228829162
FRA,2020-01-01,8.016666,104.7292,-4.846694362017804,0.4765308325138552
G-7,1992-01-01,7.014071,65.03058,10.166156966179773,3.2504304709101675
G-7,1993-01-01,7.211086,66.90595,2.808853802591954,2.8838278852810535
G-7,1994-01-01,7.018174,68.42443,-2.6752142465087747,2.269573931765406
G-7,1995-01-01,6.741108,70.02652,-3.9478360040660214,2.34140057871144
G-7,1996-01-01,6.773658,71.66092,0.4828583075660637,2.3339729005525327
G-7,1997-01-01,6.552429,73.15085,-3.266019630751953,2.079138810944656
G-7,1998-01-01,6.37944,74.12359,-2.640074390733578,1.329772654726483
G-7,1999-01-01,6.137665,75.23119,-3.7899094591374736,1.4942611387279072
G-7,2000-01-01,5.698733,76.96371,-7.151449288939692,2.3029278149129477
G-7,2001-01-01,5.898816,78.58257,3.5110084996086015,2.103406917364038
G-7,2002-01-01,6.481965,79.64762,9.885865231259963,1.3553259965918643
G-7,2003-01-01,6.643335,81.07975,2.4895228530237463,1.7980826043515183
G-7,2004-01-01,6.396207,82.74136,-3.719938856011326,2.0493526435392266
G-7,2005-01-01,6.218685,84.74227,-2.775426123638597,2.418270620642451
G-7,2006-01-01,5.812866,86.80153,-6.525800872692542,2.4300269511307575
G-7,2007-01-01,5.418211,88.74498,-6.789335931707344,2.2389582303445557
G-7,2008-01-01,5.841424,91.63043,7.810936118951433,3.251395177507512
G-7,2009-01-01,8.014633,91.51301,37.20341135996976,-0.12814520241802843
G-7,2010-01-01,8.167721,92.74805,1.9101061770389278,1.3495786009005848
G-7,2011-01-01,7.651042,95.13237,-6.325864950578012,2.5707494658917227
G-7,2012-01-01,7.383333,96.90511,-3.4989874581788984,1.863445638955488
G-7,2013-01-01,7.113926,98.17814,-3.648853437871489,1.3136871729468196
G-7,2014-01-01,6.397633,99.70355,-10.06888460745867,1.5537165401585402
G-7,2015-01-01,5.818394,100.0,-9.053957924751238,0.29733143905105985
G-7,2016-01-01,5.465584,100.8684,-6.063700739413657,0.8683999999999941
G-7,2017-01-01,4.991587,102.651,-8.672394386400425,1.7672531734418333
G-7,2018-01-01,4.556407,104.7951,-8.718269360025175,2.088727825349981
G-7,2019-01-01,4.288278,106.3907,-5.884658679525338,1.5225902737818755
G-7,2020-01-01,6.507003,107.3188,51.739299551008585,0.8723506847872987
GBR,1984-01-01,10.85,40.48094,0.6960556844547497,4.960704174554307
GBR,1985-01-01,11.175,42.9387,2.9953917050691343,6.071400515897112
GBR,1986-01-01,11.2,44.41047,0.22371364653242576,3.4276072633777908
GBR,1987-01-01,10.275,46.25303,-8.258928571428562,4.148931546997828
GBR,1988-01-01,8.45,48.2,-17.761557177615583,4.209389092995638
GBR,1989-01-01,7.075,51.0,-16.272189349112416,5.809128630705388
GBR,1990-01-01,6.825,55.1,-3.5335689045936394,8.039215686274511
GBR,1991-01-01,8.6,59.2,26.007326007325997,7.441016333938296
GBR,1992-01-01,9.855444,61.9,14.598186046511636,4.5608108108108025
GBR,1993-01-01,10.39069,63.5,5.430967899569,2.584814216478193
GBR,1994-01-01,9.512666,64.9,-8.450102928679422,2.204724409448828
GBR,1995-01-01,8.638574,66.6,-9.188717442618076,2.6194144838212456
GBR,1996-01-01,8.113807,68.5,-6.074694735496862,2.8528528528528616
GBR,1997-01-01,6.98159,70.0,-13.95420176989667,2.18978102189781
GBR,1998-01-01,6.26345,71.3,-10.286195551443152,1.857142857142853
GBR,1999-01-01,5.979465,72.6,-4.534002825918615,1.8232819074333761
GBR,2000-01-01,5.458603,73.4,-8.710846204468128,1.1019283746556632
GBR,2001-01-01,5.09697,74.6,-6.625010098737723,1.6348773841961697
GBR,2002-01-01,5.184958,75.7,1.7262805156789265,1.4745308310992074
GBR,2003-01-01,5.007329,76.7,-3.4258522441261743,1.321003963011889
GBR,2004-01-01,4.747302,77.8,-5.192928205835885,1.434159061277698
GBR,2005-01-01,4.823375,79.4,1.6024470320194513,2.05655526992289
GBR,2006-01-01,5.417598,81.4,12.319651696167092,2.5188916876574305
GBR,2007-01-01,5.32914,83.3,-1.6327900298250286,2.3341523341523236
GBR,2008-01-01,5.68196,86.2,6.620580431364168,3.481392557022816
GBR,2009-01-01,7.611054,87.9,33.95120697787383,1.972157772621813
GBR,2010-01-01,7.867382,90.1,3.367838409765584,2.502844141069384
GBR,2011-01-01,8.106182,93.6,3.03531721225689,3.88457269700333
GBR,2012-01-01,7.965578,96.0,-1.734528042918363,2.5641025641025705
GBR,2013-01-01,7.603673,98.2,-4.5433614484724165,2.2916666666666696
GBR,2014-01-01,6.178483,99.6,-18.743441492026285,1.4256619144602765
GBR,2015-01-01,5.383935,100.0,-12.859920469150758,0.40160642570281696
GBR,2016-01-01,4.892704,101.0,-9.124014312951399,1.0
GBR,2017-01-01,4.401906,103.6,-10.03122199912359,2.5742574257425686
GBR,2018-01-01,4.080814,106.0,-7.294385659303042,2.316602316602322
GBR,2019-01-01,3.833521,107.8,-6.059893932926126,1.6981132075471672
GBR,2020-01-01,4.483186,108.9,16.946952944825387,1.0204081632653141
GRC,2000-01-01,11.23333,71.64864,-6.258694369595095,3.1511733974624767
GRC,2001-01-01,10.675,74.06605,-4.97029821077098,3.37397890594993
GRC,2002-01-01,10.33333,76.75417,-3.200655737704923,3.6293551498966092
GRC,2003-01-01,9.741667,79.4641,-5.7257728147654285,3.530661591415815
GRC,2004-01-01,10.60833,81.76764,8.896454785407887,2.8988436287581414
GRC,2005-01-01,10.00833,84.66636,-5.6559326491540105,3.5450699078510732
GRC,2006-01-01,9.033334,87.37225,-9.741845043079122,3.1959446467286377
GRC,2007-01-01,8.416667,89.90168,-6.826571451913542,2.8950038484759237
GRC,2008-01-01,7.766667,93.63511,-7.72277197137537,4.152792250378412
GRC,2009-01-01,9.625,94.76817,23.92703330785265,1.2100802786476146
GRC,2010-01-01,12.75,99.23457,32.467532467532465,4.7129748311062745
GRC,2011-01-01,17.91667,102.539,40.52290196078432,3.3299181928233237
GRC,2012-01-01,24.49167,104.0786,36.697667591131605,1.5014774866148421
GRC,2013-01-01,27.49167,103.1188,12.249062640481437,-0.9221876543304784
GRC,2014-01-01,26.55,101.7667,-3.425292097569913,-1.3112061040275809
GRC,2015-01-01,24.95833,100.0,-5.994990583804145,-1.7360295656634244
GRC,2016-01-01,23.56667,99.17434,-5.575933966735762,-0.8256599999999992
GRC,2017-01-01,21.53333,100.2863,-8.628032725879384,1.1212174439476947
GRC,2018-01-01,19.30833,100.9138,-10.332818936968865,0.6257085962888228
GRC,2019-01-01,17.33333,101.1691,-10.228745831462385,0.2529881938842908
GRC,2020-01-01,16.43333,99.9065,-5.192308690828586,-1.2480095206935775
HUN,1997-01-01,9.05,37.68695,-8.739498865899193,18.305052715774305
HUN,1998-01-01,8.708333,43.02109,-3.77532596685084,14.1538118632577
HUN,1999-01-01,6.866667,47.32222,-21.1483185128543,9.99772437193014
HUN,2000-01-01,6.266667,51.96151,-8.73786365350176,9.803618680611338
HUN,2001-01-01,5.575,56.69874,-11.037238774614956,9.116805881892201
HUN,2002-01-01,5.583333,59.68419,0.14947085201792787,5.265460925586706
HUN,2003-01-01,5.741667,62.46608,2.8358330051243583,4.661016594176778
HUN,2004-01-01,6.066667,66.679,5.660377029876518,6.7443322840171875
HUN,2005-01-01,7.175,69.05379,18.269224270921747,3.561526117668238
HUN,2006-01-01,7.458333,71.76783,3.9488919860627156,3.9303273578466826
HUN,2007-01-01,7.391667,77.47964,-0.8938458500042794,7.958733042367312
HUN,2008-01-01,7.8,82.16136,5.524234249188983,6.04251645980802
HUN,2009-01-01,9.675,85.62177,24.03846153846155,4.211724343413979
HUN,2010-01-01,10.8,89.77917,11.627906976744185,4.855540827992689
HUN,2011-01-01,10.66667,93.30743,-1.2345370370370448,3.9299316311344863
HUN,2012-01-01,10.675,98.5813,0.0780937255957186,5.6521436717311815
HUN,2013-01-01,9.85,100.2899,-7.728337236533968,1.7331887487789308
HUN,2014-01-01,7.5,100.0617,-23.857868020304565,-0.22754036049492626
HUN,2015-01-01,6.633333,100.0,-11.555559999999995,-0.06166195457402969
HUN,2016-01-01,4.975,100.3948,-24.9999962311556,0.3948000000000036
HUN,2017-01-01,4.05,102.7523,-18.592964824120603,2.348229191153328
HUN,2018-01-01,3.591667,105.681,-11.316864197530856,2.8502525004306394
HUN,2019-01-01,3.3,109.2092,-8.120658179057255,3.3385376747002757
HUN,2020-01-01,4.125,112.8423,25.000000000000007,3.3267343776897906
IRL,1984-01-01,15.5,46.9472,11.444005139366126,8.651111466488679
IRL,1985-01-01,16.81667,49.48024,8.494645161290313,5.3955081453207
IRL,1986-01-01,16.83333,51.37386,0.09906836490221711,3.827022666017785
IRL,1987-01-01,16.625,52.99697,-1.23760420546618,3.159408306091847
IRL,1988-01-01,16.225,54.12823,-2.4060150375939764,2.1345748634308803
IRL,1989-01-01,14.73333,56.34156,-9.193651771956862,4.089049281677969
IRL,1990-01-01,13.45,58.2106,-8.710386586060322,3.317338036078515
IRL,1991-01-01,14.75833,60.07963,9.72736059479555,3.2108069664287986
IRL,1992-01-01,15.39167,61.92408,4.2914069545808955,3.0700089198285587
IRL,1993-01-01,15.64167,62.834,1.6242551977790585,1.4694122221920887
IRL,1994-01-01,14.34167,64.28496,-8.311133018405316,2.309195658401494
IRL,1995-01-01,12.29167,65.90807,-14.294011785238403,2.5248674028886335
IRL,1996-01-01,11.66667,67.06392,-5.084744383798133,1.7537306129583237
IRL,1997-01-01,9.875,68.08705,-15.357167040809415,1.5256042295171666
IRL,1998-01-01,7.55,69.7317,-23.544303797468356,2.415510732217064
IRL,1999-01-01,5.916667,70.86967,-21.633549668874167,1.6319263692122745
IRL,2000-01-01,4.5,74.83179,-23.943666256694865,5.590713206368816
IRL,2001-01-01,4.175,78.47828,-7.222222222222225,4.872915641868249
IRL,2002-01-01,4.725,82.09985,13.173652694610775,4.614741811364884
IRL,2003-01-01,4.85,84.96553,2.6455026455026456,3.490481407700498
IRL,2004-01-01,4.741667,86.83446,-2.233670103092784,2.1996331924252175
IRL,2005-01-01,4.633333,88.94427,-2.284723916715351,2.429692083073927
IRL,2006-01-01,4.783333,92.44123,3.2374103048496505,3.931630446795506
IRL,2007-01-01,5.0,96.96819,4.529624009033036,4.897122204020871
IRL,2008-01-01,6.783333,100.9054,35.66665999999999,4.060310912269264
IRL,2009-01-01,12.65,96.38674,86.48649565044207,-4.478115145472885
